"UKey","LatinName","SwedishName","FungiData","ExportFileUKey","CompletedBy","HasPic","PicCount","Signature","FungiGroup","Difficulty","FoodValue1","CookingRequired","FoodValue2","HatFungi","HatSubType","HatSubColor","HatSubGrowth","HatSubDensity","ScaledHat","DottedHat","LinedHat","GroupedGrowth","FootRing","GrowthMethod","Habitat","BodyColor","BodySizeMinimum","BodySizeMaximum","BodyHeightMinimum","BodyHeightMaximum","FootColor","FootSizeMinimum","FootSizeMaximum","MeatColor","VisibleMeatJuice","MeatJuiceColor","SporeColor","SporeWidthMin","SporeWidthMax","SporeHeightMin","SporeHeightMax","SporeProps","SporeNote","Occurence","Season","Smell","Taste","CreatedBy","Timestamp"
"020AAAIFQRBUHNHVKD","Helvella lactea","Mjölkmurkla","UNCP","","","False","0","MJMKL","Murklor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRUWE"
"020AAAIFQRBZLNZEKB","Scytinostroma galactinum","Mjölkskinn","UNCP","","","False","0","MNSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRVCF"
"020AAAIFQRBXIGMAUR","Phanerochaete galactites","Mjölkstrålskinn","UNCP","","","False","0","MÖSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRVIF"
"020AAAIFQRBTXXPIIZ","Exobasidium uvae-ursi","Mjölonkvast","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRWBL"
"020AAAIFQRBSLLGPMG","Coccomyces arctostaphyli","Mjölonsprickling","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRWHL"
"020AAAIFQRBTXXXMEE","Exobasidium sydowianum","Mjölonsvulst","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRWMW"
"020AAAIFQRCAOJTKBW","Trechispora hymenocystis","Mjölporing","UNCP","","","False","0","MLTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRWSG"
"020AAAIFQRBXHQAYEE","Phaeocollybia cidaris","Mjölrotskräling","UNCP","","","False","0","MJSKR","Skrälingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRWYW"
"020AAAIFQRCANTBVAP","Trechispora farinacea","Mjölskinn","UNCP","","","False","0","JÖSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRXKX"
"020AAAIFQRBXSLOJTO","Phlebiella fibrillosa","Mjöltrådskinn","UNCP","","","False","0","MLSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRYTD"
"020AAAIFQRBSGQWIBZ","Ceraceomyces tessulatus","Mosaikskinn","UNCP","","","False","0","MOSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRYZE"
"020AAAIFQRBUGHXHDI","Hebeloma bryogenes","Mossfränskivling","UNCP","","","False","0","MOFRS","Fränskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRZFE"
"020AAAIFQRBWKUEZSM","Mycena hyemalis","Mosshätta","UNCP","","","False","0","MOHTA","Hättor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRZLE"
"020AAAIFQRBTZSNDDG","Galerina hypnorum","Mosshätting","UNCP","","","False","0","MOHTG","Hättingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRZRE"
"020AAAIFQRBRZKWCZV","Arrhenia spathulata","Mosskantarell","UNCP","","","False","0","MOKAN","Kantareller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRZXF"
"020AAAIFQRBTWCNSEA","Eocronartium muscicola","Mossklubba","UNCP","","","False","0","MOKLB","Klubbsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSADF"
"020AAAIFQRBUYIFZII","Hypholoma polytrichi","Mosslöjskivling","UNCP","","","False","0","MOSJS","Slöjskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSAJF"
"020AAAIFQRBWVPSHCI","Omphalina oniscus","Mossnavling","UNCP","","","False","0","MONVL","Navlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSAPF"
"020AAAIFQRBZQILWKK","Sistotrema octosporum","Mossoljeskinn","UNCP","","","False","0","MESKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSAVV"
"020AAAIFQRBYNMGBHG","Ramaricium albo-ochraceum","Moss-skinn","UNCP","","","False","0","M-SKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSBBW"
"020AAAIFQRBYFBSLVW","Psathyrella fibrillosa","Moss-sprödskivling","UNCP","","","False","0","","Sprödskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSBJR"
"020AAAIFQRBTZCABTA","Fuligo muscorum","Mosstrollsmör","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSBPR"
"020AAAIFQRBTWCCAHA","Erythricium hypnophilum","Mossvinterskinn","UNCP","","","False","0","MSSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSCFH"
"020AAAIFQRBTMMXOVC","Cyphellostereum laeve","Mossöra","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSCKS"
"020AAAIFQRBYKMPOEP","Pulvinula constellatio","Mullskål","UNCP","","","False","0","MLSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSCRI"
"020AAAIFQRBWCZHART","Marasmius epiphylloides","Murgrönsbroskskivling","UNCP","","","False","0","","Broskskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSDTO"
"020AAAIFQRBRZKYNZZ","Arrhenia acerosa","Musselkantarell","UNCP","","","False","0","MUKAN","Kantareller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSEUA"
"020AAAIFQRBUMIZDKQ","Hygrocybe fornicata s.lat.","Musseronvaxskivling","UNCP","","","False","0","MUVAX","Vaxskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSFMQ"
"020AAAIFQRBZTIDGSD","Sistotremella perpusilla","Myggskinn","UNCP","","","False","0","MYSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSFSQ"
"020AAAIFQRBUFCDEMM","Gymnopilus fulgens","Myrbitterskivling","UNCP","","","False","0","MYBTS","Bitterskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSFZG"
"020AAAIFQRBUCSWHRE","Geoglossum glabrum","Myrjordtunga","UNCP","","","False","0","MYJTG","Jordtungor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSGFG"
"020AAAIFQRBSAAJTMS","Ascocoryne turficola","Myrmurkling","UNCP","","","False","0","MYMRK","Murklingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSGQR"
"020AAAIFQRBWVPXOZV","Omphalina philonotis","Myrnavling","UNCP","","","False","0","MYNVL","Navlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSGWC"
"020AAAIFQRBTVMESXH","Entoloma sphagneti","Myrrödling","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSHCS"
"020AAAIFQRBYGWRGGF","Psathyrella sphagnicola","Myrsprödskivling","UNCP","","","False","0","","Sprödskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSHMX"
"020AAAIFQRBULSGDMM","Hygrocybe coccineocrenata","Myrvaxskivling","UNCP","","","False","0","MYVAX","Vaxskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSHSI"
"020AAAIFQRBSDATBJR","Bovista aestivalis","Mångformig äggsvamp","UNCP","","","False","0","MÅAGG","Äggsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSHYI"
"020AAAIFQRBSAASNAU","Athelia epiphylla","Mångformigt spindelskinn","UNCP","","","False","0","MÅSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSIEI"
"020AAAIFQRBRYVNNAB","Antrodia vaillantii","Mögelticka","UNCP","","","False","0","MÖTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSJIK"
"020AAAIFQRCADOOZOC","Tapesia fusca","Mörk bäddskål","UNCP","","","False","0","MKSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSKQQ"
"020AAAIFQRBVLOMPQV","Lactarius mammosus","Mörk kokosriska","UNCP","","","False","0","MÖRSK","Riskor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSLIB"
"020AAAIFQRBVQZFDSH","Leccinum palustre","Mörk kärrsopp","UNCP","","","False","0","MÖSOP","Soppar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSLOC"
"020AAAIFQRBWPPUPHQ","Nannfeldtiella aggregata","Mörk legeskål","UNCP","","","False","0","MRSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSLUC"
"020AAAIFQRBVTZYOQA","Lepiota hystrix","Mörk spärrfjällskivling","UNCP","","","False","0","MÖFJS","Fjällskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSMST"
"020AAAIFQRCBKPKSTG","Tulostoma melanocyclum","Mörk stjälkröksvamp","UNCP","","","False","0","MRROK","Röksvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSMYT"
"020AAAIFQRBTUXAKSU","Entoloma querquedulum","Mörkeggad nopping","UNCP","","","False","0","MÖNOP","Noppingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSOTQ"
"020AAAIFQRBUODJFNR","Hygrocybe turunda","Mörkfjällig vaxskivling","UNCP","","","False","0","MKVAX","Vaxskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSPQL"
"020AAAIFQRBWEEHFZS","Melanoleuca melaleuca","Mörkmusseron","UNCP","","","False","0","MÖMUS","Musseroner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSQCM"
"020AAAIFQRBXYLOSTA","Piloderma olivaceum","Mörkt ullskinn","UNCP","","","False","0","MKSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSRBC"
"020AAAIFQRBTMMHWST","Cudonia circinans","Mössmurkling","UNCP","","","False","0","MÖMRK","Murklingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSRMN"
"020AAAIFQRBTVMKXWT","Entoloma serrulatum","Naggnopping","UNCP","","","False","0","NANOP","Noppingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSRXY"
"020AAAIFQRBWPAAREM","Mycocalia denudata","Naken nästsvamp","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSSDY"
"020AAAIFQRCBIFCHGA","Tubulicrinis propinquus","Narrnålskinn","UNCP","","","False","0","NISKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSSOU"
"020AAAIFQRBYEMVJWM","Protomerulius caryae","Narrporing","UNCP","","","False","0","NATKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSSVK"
"020AAAIFQRBUUDRVSY","Hyphoderma praetermissum","Narrskinn","UNCP","","","False","0","NASKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSTBK"
"020AAAIFQRBURSTSKZ","Hygrophorus subviscifer","Narrvaxskivling","UNCP","","","False","0","NAVAX","Vaxskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSTOA"
"020AAAIFQRBUBMMZXK","Geastrum elegans","Naveljordstjärna","UNCP","","","False","0","NAJSJ","Jordstjärnor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSTUA"
"020AAAIFQRBTNRZZIB","Dacrymyces macnabbi","Navelplätt","UNCP","","","False","0","NAPSV","Plättsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSUEV"
"020AAAIFQRBTQRMPKX","Elasmomyces krjukowensis","Naveltryffel","UNCP","","","False","0","NATRF","Tryfflar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSUKG"
"020AAAIFQRBTOWMZZD","Dendrothele griseocana","Noppigt barkskinn","UNCP","","","False","0","NPSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSVBR"
"020AAAIFQRBXNQLGAN","Phlebia deflectens","Noppvaxskinn","UNCP","","","False","0","NVSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSVHR"
"020AAAIFQRBYZNJYZK","Russula norvegica","Nordkremla","UNCP","","","False","0","NOKRM","Kremlor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSVZD"
"020AAAIFQRBXRWKHDK","Phlebiella borealis","Nordlackskinn","UNCP","","","False","0","NLSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSWFS"
"020AAAIFQRCAMOFBRY","Trechispora candidissima","Nordlig mjölporing","UNCP","","","False","0","NOTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSWRT"
"020AAAIFQRBVUOSZZF","Lepista multiformis","Nordlig trattskivling","UNCP","","","False","0","NOTSK","Trattskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSXDE"
"020AAAIFQRBSQGZLHP","Corticium polygonioides","Nordplätt","UNCP","","","False","0","NOPSV","Plättsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSXJE"
"020AAAIFQRBUTNKKEQ","Hyphoderma lapponicum","Nordskinn","UNCP","","","False","0","NRSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSXPE"
"020AAAIFQRBSAPUNCE","Athelia subovata","Nordspindelskinn","UNCP","","","False","0","NOSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSXUP"
"020AAAIFQRBXDLBVPS","Peniophora septentrionalis","Nordtätskinn","UNCP","","","False","0","NDSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSYFK"
"020AAAIFQRBVIOAFLQ","Lachnellula pini","Norrländsk tallkräfta","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSYVQ"
"020AAAIFQRCABTDUAK","Subulicium minus","Nubbskinn","UNCP","","","False","0","NUSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSSZEB"
